Network Management Card AOS v6.9.6
RPDU 2g APP v6.9.6
NMC Serial Number: 5A2111E02041

Model Number: AP8853
RPDU Serial Number: 5A2111E02646
Hardware Revision: 02
NMC BM Version: 1.0.9

Date     	Time     	Name	Contact	Location	System IP
02/10/2025	09:34:31	apc48764F	Unknown	Unknown	0.0.0.0

		RPDU 1* (SN:5A2111E02646)   	   	   	   	   	   	   	Bank I.A	   	Bank I Max.A	   	
Date	Time	Pwr.kW	Pwr Max.kW	Energy.kWh	Temp.C	Hum.%RH	Ph I.A	Ph I Max.A	1	2	1	2
02/05/2025	11:20:49	1.12	1.15	26796.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	11:10:49	1.12	1.15	26796.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	11:00:49	1.12	1.15	26796.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	10:50:49	1.12	1.15	26795.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	10:40:49	1.12	1.15	26795.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	10:30:49	1.12	1.15	26795.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	10:20:48	1.12	1.15	26795.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	10:10:48	1.12	1.13	26795.1	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/05/2025	10:00:48	1.12	1.12	26794.9	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/05/2025	09:50:48	1.12	1.12	26794.7	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/05/2025	09:40:48	1.12	1.15	26794.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/05/2025	09:30:48	1.12	1.13	26794.3	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/05/2025	09:20:48	1.12	1.12	26794.1	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/05/2025	09:10:48	1.12	1.12	26793.9	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	09:00:48	1.12	1.12	26793.8	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	08:50:48	1.12	1.12	26793.6	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/05/2025	08:40:48	1.12	1.12	26793.4	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	08:30:48	1.12	1.12	26793.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	08:20:48	1.12	1.12	26793.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	08:10:48	1.12	1.12	26792.8	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	08:00:48	1.12	1.12	26792.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	07:50:48	1.12	1.12	26792.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	07:40:48	1.12	1.12	26792.3	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/05/2025	07:30:48	1.10	1.12	26792.1	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/05/2025	07:20:48	1.10	1.12	26791.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	07:10:48	1.10	1.12	26791.7	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	07:00:48	1.10	1.12	26791.6	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	06:50:48	1.10	1.12	26791.4	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	06:40:47	1.10	1.12	26791.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	06:30:47	1.10	1.10	26791.0	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	06:20:47	1.10	1.10	26790.8	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	06:10:47	1.10	1.12	26790.6	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	06:00:47	1.10	1.10	26790.5	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	05:50:47	1.10	1.10	26790.3	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	05:40:47	1.10	1.12	26790.1	   	   	5.1	5.2	2.1	3.0	2.1	3.1	
02/05/2025	05:30:47	1.10	1.10	26789.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	05:20:47	1.10	1.10	26789.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	05:10:47	1.10	1.10	26789.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	05:00:47	1.10	1.10	26789.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	04:50:47	1.10	1.10	26789.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	04:40:47	1.10	1.10	26789.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	04:30:47	1.10	1.10	26788.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	04:20:47	1.10	1.10	26788.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	04:10:47	1.10	1.10	26788.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	04:00:47	1.10	1.10	26788.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	03:50:47	1.08	1.10	26788.1	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/05/2025	03:40:47	1.10	1.10	26787.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	03:30:47	1.07	1.10	26787.8	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/05/2025	03:20:47	1.10	1.10	26787.6	   	   	5.1	5.1	2.1	3.0	2.1	3.0	
02/05/2025	03:10:46	1.10	1.10	26787.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	03:00:46	1.10	1.10	26787.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	02:50:46	1.10	1.10	26787.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	02:40:46	1.10	1.10	26786.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	02:30:46	1.10	1.10	26786.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	02:20:46	1.10	1.10	26786.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	02:10:46	1.10	1.10	26786.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	02:00:46	1.10	1.10	26786.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	01:50:46	1.10	1.10	26785.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	01:40:46	1.10	1.10	26785.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	01:30:46	1.10	1.10	26785.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/05/2025	01:20:46	1.10	1.10	26785.4	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	01:10:46	1.10	1.10	26785.2	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	01:00:46	1.10	1.10	26785.0	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/05/2025	00:50:46	1.10	1.12	26784.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	00:40:46	1.10	1.12	26784.7	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/05/2025	00:30:46	1.10	1.12	26784.5	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	00:20:46	1.10	1.12	26784.3	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	00:10:46	1.10	1.12	26784.1	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/05/2025	00:00:46	1.10	1.12	26783.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	23:50:46	1.12	1.12	26783.8	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/04/2025	23:40:45	1.12	1.12	26783.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	23:30:45	1.12	1.12	26783.4	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	23:20:45	1.12	1.12	26783.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	23:10:45	1.12	1.12	26783.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	23:00:45	1.12	1.12	26782.8	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	22:50:45	1.12	1.15	26782.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	22:40:45	1.12	1.15	26782.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	22:30:45	1.12	1.15	26782.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	22:20:45	1.12	1.15	26782.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	22:10:45	1.12	1.15	26781.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	22:00:45	1.15	1.15	26781.7	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	21:50:45	1.14	1.15	26781.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	21:40:45	1.15	1.15	26781.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	21:30:45	1.14	1.15	26781.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	21:20:45	1.15	1.15	26781.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	21:10:45	1.15	1.15	26780.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	21:00:45	1.15	1.15	26780.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	20:50:45	1.15	1.15	26780.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	20:40:45	1.14	1.17	26780.2	   	   	5.3	5.4	2.1	3.2	2.1	3.3	
02/04/2025	20:30:45	1.15	1.15	26780.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	20:20:45	1.15	1.15	26779.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	20:10:44	1.14	1.15	26779.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	20:00:44	1.15	1.17	26779.5	   	   	5.3	5.4	2.1	3.2	2.2	3.3	
02/04/2025	19:50:44	1.17	1.17	26779.3	   	   	5.4	5.4	2.2	3.2	2.2	3.3	
02/04/2025	19:40:44	1.15	1.17	26779.1	   	   	5.3	5.4	2.1	3.3	2.1	3.3	
02/04/2025	19:30:44	1.15	1.15	26778.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	19:20:44	1.15	1.15	26778.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	19:10:44	1.14	1.15	26778.5	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	19:00:44	1.15	1.15	26778.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	18:50:44	1.15	1.15	26778.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	18:40:44	1.15	1.15	26777.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	18:30:44	1.14	1.15	26777.8	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	18:20:44	1.15	1.15	26777.6	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	18:10:44	1.15	1.15	26777.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	18:00:44	1.15	1.15	26777.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	17:50:44	1.15	1.15	26777.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	17:40:44	1.14	1.15	26776.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	17:30:44	1.14	1.15	26776.6	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	17:20:44	1.14	1.15	26776.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	17:10:44	1.15	1.15	26776.3	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	17:00:44	1.15	1.15	26776.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	16:50:43	1.15	1.15	26775.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	16:40:43	1.12	1.15	26775.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	16:30:43	1.12	1.15	26775.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	16:20:43	1.12	1.15	26775.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	16:10:43	1.12	1.17	26775.1	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/04/2025	16:00:43	1.15	1.17	26774.9	   	   	5.3	5.4	2.2	3.2	2.2	3.2	
02/04/2025	15:50:43	1.15	1.15	26774.8	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	15:40:43	1.15	1.17	26774.6	   	   	5.3	5.4	2.1	3.2	2.2	3.2	
02/04/2025	15:30:43	1.12	1.15	26774.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	15:20:43	1.12	1.15	26774.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	15:10:43	1.15	1.15	26774.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	15:00:43	1.12	1.17	26773.8	   	   	5.2	5.4	2.1	3.2	2.2	3.2	
02/04/2025	14:50:43	1.12	1.15	26773.6	   	   	5.2	5.3	2.1	3.2	2.1	3.3	
02/04/2025	14:40:43	1.15	1.15	26773.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	14:30:43	1.12	1.15	26773.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	14:20:43	1.15	1.15	26773.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	14:10:43	1.15	1.15	26772.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	14:00:43	1.12	1.15	26772.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	13:50:43	1.14	1.15	26772.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	13:40:43	1.15	1.15	26772.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	13:30:43	1.15	1.15	26772.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	13:20:42	1.14	1.15	26771.9	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	13:10:42	1.15	1.15	26771.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	13:00:42	1.15	1.15	26771.6	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	12:50:42	1.15	1.15	26771.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	12:40:42	1.15	1.15	26771.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/04/2025	12:30:42	1.15	1.15	26771.0	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	12:20:42	1.15	1.15	26770.8	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	12:10:42	1.14	1.15	26770.6	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	12:00:42	1.15	1.15	26770.4	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	11:50:42	1.12	1.15	26770.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	11:40:42	1.15	1.15	26770.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/04/2025	11:30:42	1.12	1.15	26769.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	11:20:42	1.12	1.15	26769.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	11:10:42	1.12	1.15	26769.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	11:00:42	1.12	1.15	26769.3	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	10:50:42	1.12	1.15	26769.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	10:40:42	1.12	1.15	26768.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	10:30:42	1.12	1.15	26768.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	10:20:42	1.12	1.15	26768.6	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	10:10:42	1.12	1.15	26768.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	10:00:42	1.12	1.15	26768.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	09:50:42	1.12	1.15	26768.0	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	09:40:41	1.12	1.15	26767.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/04/2025	09:30:41	1.12	1.12	26767.6	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/04/2025	09:20:41	1.12	1.12	26767.5	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/04/2025	09:10:41	1.12	1.12	26767.3	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/04/2025	09:00:41	1.12	1.12	26767.1	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/04/2025	08:50:41	1.12	1.12	26766.9	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/04/2025	08:40:41	1.12	1.12	26766.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	08:30:41	1.12	1.12	26766.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	08:20:41	1.12	1.12	26766.3	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	08:10:41	1.12	1.12	26766.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	08:00:41	1.12	1.12	26766.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	07:50:41	1.12	1.12	26765.8	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	07:40:41	1.12	1.12	26765.6	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/04/2025	07:30:41	1.12	1.12	26765.4	   	   	5.2	5.2	2.1	3.1	2.1	3.1	
02/04/2025	07:20:41	1.10	1.12	26765.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	07:10:41	1.10	1.12	26765.0	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	07:00:41	1.10	1.12	26764.9	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	06:50:41	1.10	1.12	26764.7	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	06:40:41	1.10	1.12	26764.5	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	06:30:41	1.10	1.12	26764.3	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	06:20:41	1.10	1.12	26764.1	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	06:10:40	1.10	1.10	26764.0	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/04/2025	06:00:40	1.10	1.10	26763.8	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/04/2025	05:50:40	1.10	1.10	26763.6	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/04/2025	05:40:40	1.10	1.12	26763.4	   	   	5.1	5.2	2.1	3.0	2.1	3.1	
02/04/2025	05:30:40	1.10	1.10	26763.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	05:20:40	1.10	1.10	26763.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	05:10:40	1.10	1.10	26762.9	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	05:00:40	1.10	1.10	26762.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	04:50:40	1.10	1.10	26762.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	04:40:40	1.07	1.10	26762.3	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/04/2025	04:30:40	1.08	1.10	26762.1	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/04/2025	04:20:40	1.08	1.10	26762.0	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/04/2025	04:10:40	1.08	1.10	26761.8	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/04/2025	04:00:40	1.07	1.10	26761.6	   	   	5.0	5.1	2.1	3.0	2.1	3.0	
02/04/2025	03:50:40	1.08	1.10	26761.4	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/04/2025	03:40:40	1.10	1.10	26761.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	03:30:40	1.08	1.10	26761.1	   	   	5.0	5.1	2.1	3.0	2.1	3.0	
02/04/2025	03:20:40	1.10	1.10	26760.9	   	   	5.1	5.1	2.1	3.0	2.1	3.0	
02/04/2025	03:10:40	1.08	1.10	26760.7	   	   	5.0	5.1	2.1	3.0	2.1	3.1	
02/04/2025	03:00:40	1.10	1.10	26760.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	02:50:40	1.10	1.10	26760.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	02:40:39	1.10	1.10	26760.2	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	02:30:39	1.10	1.10	26760.0	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	02:20:39	1.10	1.10	26759.8	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	02:10:39	1.10	1.10	26759.6	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	02:00:39	1.10	1.10	26759.4	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	01:50:39	1.10	1.10	26759.3	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	01:40:39	1.10	1.10	26759.1	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	01:30:39	1.10	1.10	26758.9	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/04/2025	01:20:39	1.10	1.10	26758.7	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	01:10:39	1.10	1.10	26758.5	   	   	5.1	5.1	2.1	3.0	2.1	3.1	
02/04/2025	01:00:39	1.10	1.10	26758.4	   	   	5.1	5.1	2.1	3.1	2.1	3.1	
02/04/2025	00:50:39	1.10	1.12	26758.2	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	00:40:39	1.10	1.12	26758.0	   	   	5.1	5.2	2.1	3.1	2.1	3.2	
02/04/2025	00:30:39	1.10	1.12	26757.8	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	00:20:39	1.10	1.12	26757.6	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	00:10:39	1.10	1.12	26757.5	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/04/2025	00:00:39	1.10	1.12	26757.3	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/03/2025	23:50:39	1.10	1.12	26757.1	   	   	5.1	5.2	2.1	3.1	2.1	3.1	
02/03/2025	23:40:39	1.12	1.12	26756.9	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/03/2025	23:30:39	1.12	1.12	26756.7	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/03/2025	23:20:39	1.12	1.12	26756.5	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/03/2025	23:10:38	1.12	1.12	26756.4	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/03/2025	23:00:38	1.12	1.12	26756.2	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/03/2025	22:50:38	1.12	1.12	26756.0	   	   	5.2	5.2	2.1	3.1	2.1	3.2	
02/03/2025	22:40:38	1.12	1.14	26755.8	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	22:30:38	1.12	1.12	26755.6	   	   	5.2	5.2	2.1	3.2	2.1	3.2	
02/03/2025	22:20:38	1.12	1.15	26755.4	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	22:10:38	1.12	1.15	26755.2	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	22:00:38	1.12	1.15	26755.1	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	21:50:38	1.12	1.15	26754.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	21:40:38	1.12	1.15	26754.7	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	21:30:38	1.14	1.15	26754.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/03/2025	21:20:38	1.15	1.15	26754.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	21:10:38	1.14	1.15	26754.1	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	21:00:38	1.15	1.15	26753.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	20:50:38	1.14	1.15	26753.7	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	20:40:38	1.15	1.15	26753.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	20:30:38	1.15	1.15	26753.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	20:20:38	1.15	1.15	26753.2	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	20:10:38	1.14	1.15	26753.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	20:00:38	1.14	1.15	26752.8	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	19:50:38	1.15	1.15	26752.6	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	19:40:38	1.15	1.15	26752.4	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	19:30:37	1.14	1.15	26752.2	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/03/2025	19:20:37	1.14	1.15	26752.0	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	19:10:37	1.14	1.15	26751.9	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	19:00:37	1.15	1.15	26751.7	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/03/2025	18:50:37	1.14	1.15	26751.5	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/03/2025	18:40:37	1.14	1.15	26751.3	   	   	5.3	5.3	2.1	3.2	2.1	3.3	
02/03/2025	18:30:37	1.15	1.15	26751.1	   	   	5.3	5.3	2.1	3.2	2.1	3.2	
02/03/2025	18:20:37	1.12	1.15	26750.9	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
02/03/2025	18:10:37	1.12	1.15	26750.7	   	   	5.2	5.3	2.1	3.2	2.1	3.3	
02/03/2025	18:00:37	1.12	1.15	26750.5	   	   	5.2	5.3	2.1	3.2	2.1	3.2	
