Network Management Card AOS v6.9.6
RPDU 2g APP v6.9.6
NMC Serial Number: 0A2110G04928

Model Number: AP8853
RPDU Serial Number: 0A2110G05188
Hardware Revision: 02
NMC BM Version: 1.0.9

Date     	Time     	Name	Contact	Location	System IP
02/10/2025	17:54:56	apc488888	Unknown	Unknown	0.0.0.0

		RPDU 1* (SN:0A2110G05188)   	   	   	   	   	   	   	Bank I.A	   	Bank I Max.A	   	
Date	Time	Pwr.kW	Pwr Max.kW	Energy.kWh	Temp.C	Hum.%RH	Ph I.A	Ph I Max.A	1	2	1	2
02/07/2025	12:14:29	0.60	0.63	12631.8	   	   	2.9	3.0	2.9	0.0	2.9	0.0	
02/07/2025	12:04:29	0.63	0.63	12631.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	11:54:29	0.63	0.63	12631.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	11:44:29	0.63	0.63	12631.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	11:34:29	0.63	0.63	12631.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	11:24:29	0.63	0.63	12631.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	11:14:29	0.60	0.63	12631.2	   	   	2.9	3.0	2.9	0.0	2.9	0.0	
02/07/2025	11:04:29	0.63	0.63	12631.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	10:54:29	0.63	0.63	12631.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	10:44:29	0.63	0.63	12630.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	10:34:29	0.63	0.63	12630.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	10:24:29	0.63	0.63	12630.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	10:14:29	0.63	0.63	12630.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	10:04:29	0.63	0.63	12630.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	09:54:29	0.63	0.63	12630.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	09:44:29	0.63	0.63	12630.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	09:34:28	0.63	0.63	12630.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	09:24:28	0.63	0.63	12630.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	09:14:28	0.63	0.63	12630.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	09:04:28	0.63	0.63	12629.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	08:54:28	0.63	0.63	12629.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	08:44:28	0.63	0.63	12629.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	08:34:28	0.63	0.63	12629.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	08:24:28	0.63	0.63	12629.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	08:14:28	0.63	0.63	12629.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	08:04:28	0.63	0.63	12629.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	07:54:28	0.63	0.63	12629.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	07:44:28	0.63	0.63	12629.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	07:34:28	0.63	0.63	12629.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	07:24:28	0.63	0.63	12628.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	07:14:28	0.63	0.63	12628.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	07:04:28	0.63	0.63	12628.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	06:54:28	0.63	0.63	12628.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	06:44:27	0.63	0.63	12628.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	06:34:27	0.63	0.63	12628.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	06:24:27	0.63	0.63	12628.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	06:14:27	0.63	0.63	12628.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	06:04:27	0.63	0.63	12628.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	05:54:27	0.63	0.63	12627.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	05:44:27	0.63	0.63	12627.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	05:34:27	0.63	0.63	12627.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	05:24:27	0.63	0.63	12627.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	05:14:27	0.63	0.63	12627.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	05:04:27	0.63	0.63	12627.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	04:54:27	0.63	0.63	12627.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	04:44:27	0.63	0.63	12627.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	04:34:27	0.63	0.63	12627.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	04:24:27	0.63	0.63	12627.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	04:14:27	0.63	0.63	12626.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	04:04:26	0.63	0.63	12626.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	03:54:26	0.63	0.63	12626.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	03:44:26	0.63	0.63	12626.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	03:34:26	0.63	0.63	12626.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	03:24:26	0.63	0.63	12626.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	03:14:26	0.63	0.63	12626.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	03:04:26	0.63	0.63	12626.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	02:54:26	0.63	0.63	12626.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	02:44:26	0.63	0.63	12626.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	02:34:26	0.63	0.63	12625.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	02:24:26	0.63	0.65	12625.8	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	02:14:26	0.65	0.65	12625.7	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/07/2025	02:04:26	0.63	0.63	12625.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/07/2025	01:54:26	0.63	0.63	12625.5	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/07/2025	01:44:26	0.63	0.65	12625.4	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	01:34:26	0.65	0.65	12625.3	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/07/2025	01:24:26	0.63	0.65	12625.2	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	01:14:26	0.63	0.65	12625.1	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	01:04:25	0.65	0.65	12625.0	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/07/2025	00:54:25	0.63	0.65	12624.8	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	00:44:25	0.63	0.65	12624.7	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	00:34:25	0.65	0.65	12624.6	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/07/2025	00:24:25	0.63	0.65	12624.5	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	00:14:25	0.63	0.65	12624.4	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/07/2025	00:04:25	0.65	0.65	12624.3	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	23:54:25	0.63	0.65	12624.2	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	23:44:25	0.65	0.65	12624.1	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	23:34:25	0.63	0.65	12624.0	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	23:24:25	0.63	0.63	12623.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	23:14:25	0.63	0.65	12623.8	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	23:04:25	0.63	0.65	12623.7	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	22:54:25	0.65	0.65	12623.6	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	22:44:25	0.63	0.65	12623.5	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	22:34:25	0.65	0.65	12623.4	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	22:24:25	0.63	0.65	12623.3	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	22:14:25	0.63	0.63	12623.2	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/06/2025	22:04:25	0.63	0.65	12623.1	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	21:54:24	0.63	0.65	12623.0	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	21:44:24	0.65	0.65	12622.9	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	21:34:24	0.63	0.65	12622.7	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	21:24:24	0.65	0.65	12622.6	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	21:14:24	0.63	0.65	12622.5	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	21:04:24	0.65	0.65	12622.4	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	20:54:24	0.63	0.65	12622.3	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	20:44:24	0.63	0.63	12622.2	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/06/2025	20:34:24	0.63	0.63	12622.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	20:24:24	0.63	0.63	12622.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	20:14:24	0.63	0.63	12621.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	20:04:24	0.63	0.63	12621.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	19:54:24	0.63	0.63	12621.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	19:44:24	0.63	0.63	12621.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	19:34:24	0.63	0.63	12621.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	19:24:24	0.63	0.63	12621.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	19:14:24	0.63	0.63	12621.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	19:04:24	0.63	0.63	12621.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	18:54:23	0.63	0.63	12621.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	18:44:23	0.63	0.63	12621.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	18:34:23	0.63	0.63	12620.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	18:24:23	0.63	0.63	12620.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	18:14:23	0.63	0.63	12620.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	18:04:23	0.63	0.63	12620.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	17:54:23	0.63	0.63	12620.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	17:44:23	0.63	0.63	12620.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	17:34:23	0.63	0.63	12620.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	17:24:23	0.63	0.63	12620.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	17:14:23	0.63	0.63	12620.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	17:04:23	0.63	0.63	12620.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	16:54:23	0.63	0.63	12619.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	16:44:23	0.63	0.63	12619.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	16:34:23	0.63	0.63	12619.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	16:24:23	0.63	0.63	12619.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	16:14:23	0.63	0.63	12619.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	16:04:22	0.63	0.63	12619.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	15:54:22	0.63	0.63	12619.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	15:44:22	0.63	0.63	12619.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	15:34:22	0.63	0.63	12619.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	15:24:22	0.63	0.63	12618.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	15:14:22	0.63	0.63	12618.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	15:04:22	0.63	0.63	12618.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	14:54:22	0.63	0.63	12618.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	14:44:22	0.63	0.63	12618.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	14:34:22	0.63	0.63	12618.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	14:24:22	0.63	0.63	12618.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	14:14:22	0.63	0.63	12618.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	14:04:22	0.63	0.63	12618.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	13:54:22	0.63	0.63	12618.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	13:44:22	0.63	0.63	12617.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	13:34:22	0.63	0.63	12617.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	13:24:22	0.63	0.63	12617.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	13:14:22	0.63	0.63	12617.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	13:04:22	0.63	0.63	12617.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	12:54:21	0.63	0.63	12617.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	12:44:21	0.63	0.63	12617.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	12:34:21	0.63	0.63	12617.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	12:24:21	0.63	0.63	12617.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	12:14:21	0.60	0.63	12617.0	   	   	2.9	3.0	2.9	0.0	2.9	0.0	
02/06/2025	12:04:21	0.60	0.63	12616.9	   	   	2.9	3.0	2.9	0.0	2.9	0.0	
02/06/2025	11:54:21	0.60	0.63	12616.8	   	   	2.9	3.0	2.9	0.0	2.9	0.0	
02/06/2025	11:44:21	0.63	0.63	12616.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	11:34:21	0.63	0.63	12616.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	11:24:21	0.63	0.63	12616.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	11:14:21	0.63	0.63	12616.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	11:04:21	0.63	0.63	12616.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	10:54:21	0.63	0.63	12616.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	10:44:21	0.63	0.63	12616.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	10:34:21	0.63	0.63	12616.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	10:24:21	0.63	0.63	12615.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	10:14:21	0.63	0.63	12615.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	10:04:20	0.63	0.63	12615.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	09:54:20	0.63	0.63	12615.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	09:44:20	0.63	0.63	12615.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	09:34:20	0.63	0.63	12615.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	09:24:20	0.63	0.63	12615.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	09:14:20	0.63	0.63	12615.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	09:04:20	0.63	0.63	12615.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	08:54:20	0.63	0.63	12615.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	08:44:20	0.63	0.63	12614.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	08:34:20	0.63	0.63	12614.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	08:24:20	0.63	0.63	12614.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	08:14:20	0.63	0.63	12614.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	08:04:20	0.63	0.63	12614.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	07:54:20	0.63	0.63	12614.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	07:44:20	0.63	0.63	12614.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	07:34:20	0.63	0.63	12614.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	07:24:20	0.63	0.63	12614.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	07:14:20	0.63	0.63	12613.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	07:04:20	0.63	0.63	12613.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	06:54:19	0.63	0.63	12613.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	06:44:19	0.63	0.63	12613.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	06:34:19	0.63	0.63	12613.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	06:24:19	0.63	0.63	12613.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	06:14:19	0.63	0.63	12613.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	06:04:19	0.63	0.63	12613.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	05:54:19	0.63	0.63	12613.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	05:44:19	0.63	0.63	12613.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	05:34:19	0.63	0.63	12612.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	05:24:19	0.63	0.63	12612.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	05:14:19	0.63	0.63	12612.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	05:04:19	0.63	0.63	12612.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	04:54:19	0.63	0.63	12612.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	04:44:19	0.63	0.63	12612.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	04:34:19	0.63	0.63	12612.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	04:24:19	0.63	0.63	12612.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	04:14:19	0.63	0.63	12612.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	04:04:19	0.63	0.63	12612.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	03:54:18	0.63	0.63	12611.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	03:44:18	0.63	0.63	12611.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	03:34:18	0.63	0.63	12611.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	03:24:18	0.63	0.63	12611.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	03:14:18	0.63	0.65	12611.5	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	03:04:18	0.63	0.63	12611.4	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/06/2025	02:54:18	0.63	0.63	12611.3	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/06/2025	02:44:18	0.63	0.65	12611.2	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	02:34:18	0.63	0.63	12611.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	02:24:18	0.63	0.65	12610.9	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	02:14:18	0.63	0.65	12610.8	   	   	3.0	3.1	3.0	0.0	3.0	0.0	
02/06/2025	02:04:18	0.63	0.65	12610.7	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	01:54:18	0.63	0.63	12610.6	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/06/2025	01:44:18	0.63	0.65	12610.5	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	01:34:18	0.65	0.65	12610.4	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	01:24:18	0.63	0.63	12610.3	   	   	3.0	3.0	2.9	0.0	3.0	0.0	
02/06/2025	01:14:18	0.63	0.63	12610.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	01:04:18	0.63	0.65	12610.1	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	00:54:17	0.63	0.63	12610.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	00:44:17	0.63	0.65	12609.9	   	   	3.0	3.1	2.9	0.0	3.0	0.0	
02/06/2025	00:34:17	0.65	0.65	12609.8	   	   	3.1	3.1	3.0	0.0	3.0	0.0	
02/06/2025	00:24:17	0.63	0.63	12609.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	00:14:17	0.63	0.63	12609.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/06/2025	00:04:17	0.63	0.63	12609.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	23:54:17	0.63	0.63	12609.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	23:44:17	0.63	0.63	12609.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	23:34:17	0.63	0.63	12609.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	23:24:17	0.63	0.63	12609.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	23:14:17	0.63	0.63	12609.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	23:04:17	0.63	0.63	12608.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	22:54:17	0.63	0.63	12608.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	22:44:17	0.63	0.63	12608.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	22:34:17	0.63	0.63	12608.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	22:24:17	0.63	0.63	12608.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	22:14:17	0.63	0.63	12608.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	22:04:17	0.63	0.63	12608.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	21:54:17	0.63	0.63	12608.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	21:44:16	0.63	0.63	12608.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	21:34:16	0.63	0.63	12608.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	21:24:16	0.63	0.63	12607.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	21:14:16	0.63	0.63	12607.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	21:04:16	0.63	0.63	12607.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	20:54:16	0.63	0.63	12607.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	20:44:16	0.63	0.63	12607.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	20:34:16	0.63	0.63	12607.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	20:24:16	0.63	0.63	12607.2	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	20:14:16	0.63	0.63	12607.1	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	20:04:16	0.63	0.63	12607.0	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	19:54:16	0.63	0.63	12606.9	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	19:44:16	0.63	0.63	12606.8	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	19:34:16	0.63	0.63	12606.7	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	19:24:16	0.63	0.63	12606.6	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	19:14:16	0.63	0.63	12606.5	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	19:04:16	0.63	0.63	12606.4	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
02/05/2025	18:54:15	0.63	0.63	12606.3	   	   	3.0	3.0	2.9	0.0	2.9	0.0	
